Dentist_Id,Crown_Count,Filling_Count,Root_Canal_Count,Extract_Count,Per_Visit_Payment
107861,2,1,2,5,286.5704545
107862,0,0,0,0,420.7813953
107863,13,14,6,1,236.3865854
107865,19,140,18,27,24.8
107866,1,4,2,0,654
107867,0,4,0,0,242.55
107868,0,0,0,1,51
107869,0,8,0,0,348.2571429
107871,0,64,0,19,159.2450368
107872,39,102,13,0,204.8185135
107873,0,2,0,0,145.4444444
107874,0,9,0,0,343.7
107875,22,121,13,12,169.5331104
107876,0,0,0,0,136.0238095
107878,1,95,0,6,465.7162903
107879,32,34,0,2,283.0439873
107880,14,60,3,1,175.7689474
107881,41,115,20,1,132.4793668
107883,1,4,0,2,336.32
107885,0,0,0,0,434.3888601
107887,0,2,0,0,79.06666667
107888,0,0,0,0,459.093949
107889,65,68,13,26,320.0062241
107890,7,2,0,0,475.9
107892,0,1,0,0,84.22
107893,2,33,2,3,301.1288889
107894,0,6,0,0,203.3058824
107895,1,2,2,0,179.1285714
107896,23,57,23,18,391.228871
107897,13,45,3,0,434.0217699
107901,0,2,0,0,228.2496183
107903,0,2,0,0,307.5333333
107904,0,0,0,0,525
107905,0,82,0,0,275.4258741
107906,58,376,9,44,469.1811352
107907,4,44,1,9,206.8767123
107908,1,9,0,0,492.14
107909,1,8,2,0,234.51625
107910,0,18,0,9,282.2554386
107911,6,12,2,19,236.2194444
107912,23,50,1,0,256.5264873
107913,1,15,0,4,315.7527027
107914,0,6,0,1,156.654
107915,18,81,5,3,187.4948113
107916,1,5,2,0,311.6333333
107917,3,10,0,2,
107919,0,2,0,2,254.9805556
107920,116,416,15,25,142.7494012
107921,0,0,0,0,349.6666667
107922,2,6,2,1,187.1928571
107923,24,7,24,0,233.5704082
107924,1,15,2,2,276.6615385
107925,11,64,2,2,272.7860577
107926,34,318,6,19,180.3232717
107927,0,7,0,0,426.1
107928,0,0,0,0,472.4179191
107929,0,0,0,0,691.7254741
107930,92,477,17,65,217.9768927
107931,0,84,0,36,241.6447917
107934,13,42,2,3,207.4156934
107935,0,0,0,4,477.25
107936,153,427,30,80,269.6693756
107937,100,473,58,87,161.0038742
107938,6,89,9,8,149.172
107939,99,374,41,37,213.9246783
107941,0,289,0,95,192.4066258
107942,8,7,1,0,192.4610092
107945,1,107,0,0,245.46
107946,72,404,10,3,212.8849461
107947,0,0,0,0,147.002439
107948,61,447,6,22,352.7507469
107949,12,292,2,42,158.5716141
107950,0,0,0,0,393.2807958
107951,0,0,0,0,153
107953,0,0,0,0,174.233617
107955,10,80,0,8,312.2085561
107958,1,1,2,0,180.4909091
107959,60,187,8,3,197.5561924
107961,24,104,11,12,468.9355056
107962,0,0,0,0,432.2074913
107964,24,55,4,3,155.9032189
107970,53,212,3,0,213.5246772
107971,106,97,29,2,255.6185059
107973,194,1669,35,63,152.7821817
107975,0,0,0,0,353.0666667
107976,214,472,30,33,241.7937628
107977,94,863,34,35,189.2346488
107980,0,0,0,0,266.9714286
107981,0,1,0,0,112.2714286
107982,81,927,13,54,178.2605597
107983,10,59,8,4,429.3954902
107984,62,288,11,24,272.0553103
107985,0,18,0,0,190.3142857
107986,33,166,3,2,229.9694231
107987,0,0,0,0,563.5724138
107990,0,0,0,0,261.8663551
107991,62,75,5,14,190.7469789
107992,187,987,47,23,188.3020134
107993,91,204,12,0,152.4061659
107994,7,17,5,0,148.9744898
107995,13,167,1,30,240.0356223
107996,30,95,6,1,226.4719512
107997,30,42,6,27,197.4612069
107998,38,241,8,7,168.1009783
107999,74,325,40,20,233.9867542
108000,0,0,0,0,184.5352326
108001,113,579,22,19,197.3244575
108002,2,14,0,0,215.4465116
108003,6,19,0,0,192.327439
108004,137,442,7,5,234.2817
108005,89,193,42,21,223.5715713
108007,0,1,0,0,93.28823529
108008,13,25,2,2,177.6073404
108009,26,92,1,5,185.237381
108010,0,10,0,6,197.1282895
108012,5,15,3,11,234.5044444
108015,0,0,0,0,167.9666667
108016,0,0,0,0,391.2109811
108017,18,352,6,27,279.2695779
108018,0,61,0,2,199.2129121
108019,0,0,0,0,304.9583333
108020,63,225,10,3,184.2256965
108021,115,402,51,36,240.2475998
108022,0,0,0,0,133.8411917
108023,24,207,8,1,238.1839292
108025,6,21,7,0,145.5085106
108027,18,47,3,6,202.8740816
108028,86,825,39,51,285.1698475
108029,58,329,7,19,184.648
108030,20,380,11,22,259.9319489
108031,0,329,0,0,128.9504961
108032,584,1274,38,98,193.9139444
108034,12,18,1,12,640.4825
108036,27,235,3,7,222.578754
108037,18,69,6,2,288.1524917
108038,82,290,27,29,167.7259516
108040,0,0,0,1,150.3513869
108041,0,0,0,0,388.1693458
108042,14,21,2,4,147.6371859
108043,66,290,11,22,227.7398445
108044,0,0,0,0,182.65
108045,1,25,0,1,377.0258621
108046,0,121,0,0,179.1366551
108047,91,1590,18,130,279.9144741
108048,23,72,8,0,209.6874251
108049,43,259,8,38,209.9876583
108050,99,174,15,4,233.083369
108051,0,0,0,0,55
108052,0,3,0,2,53.14285714
108053,77,140,19,1,129.243707
108054,15,4,1,5,203.445679
108055,18,62,2,7,203.4706395
108056,82,520,14,63,282.8098647
108057,64,235,7,29,184.1717435
108062,0,3,0,0,123.2388889
108063,6,58,0,7,387.4885246
108064,22,252,3,25,324.9671795
108065,22,202,7,25,233.3892907
108067,4,77,2,7,394.8409091
108068,57,104,14,0,152.7845708
108069,17,107,2,0,144.9667797
108071,135,622,18,10,347.4981928
108072,44,102,13,11,203.4415746
108073,18,89,8,1,214.3407855
108074,126,250,13,8,210.5953386
108075,144,366,26,7,165.3976486
108076,19,16,5,0,158.4762389
108077,3,12,0,1,160.6918391
108078,88,379,49,22,295.2715926
108079,83,490,18,23,174.1654656
108080,0,0,0,0,476.1172115
108082,0,0,0,0,60
108083,105,318,13,14,306.8383053
108084,0,1,2,0,358.2836957
108085,36,94,9,4,156.4877497
108086,52,688,24,38,176.6389324
108087,36,204,28,84,229.0177062
108088,119,831,38,34,218.7949787
108090,0,2,0,0,215.87
108091,0,1,0,0,677.0536232
108092,87,788,21,0,173.4369554
108094,3,75,2,1,133.1828947
108095,17,86,16,21,271.8605882
108096,31,409,2,10,324.504702
108097,0,2,0,0,230.9714286
108098,0,0,0,0,198.2264323
108099,53,258,29,20,282.5335598
108100,179,1247,22,77,289.4107358
108101,133,314,21,10,179.4845137
108103,20,153,6,2,340.963125
108105,0,0,0,0,
108110,8,226,3,31,271.2525522
108112,106,807,48,52,225.7110736
108113,1,5,0,0,333.2875
108116,87,603,26,63,261.1991419
108117,0,18,0,5,306.0837143
108118,37,95,4,1,158.6828025
108119,26,518,11,15,190.3573042
108121,4,42,4,7,371.651145
108123,0,0,0,0,502.4
108126,53,145,7,0,258.2893165
108127,21,200,6,15,262.6310108
108128,0,17,0,3,224.0906475
108129,58,166,7,55,156.8031903
108130,0,37,0,11,159.158427
108132,2,10,0,0,217.4346154
108134,8,46,9,0,639.3550239
108135,11,149,1,1,493.8436364
108136,55,930,15,21,323.7825581
108137,42,121,4,16,181.5194301
108138,0,0,0,1,396.3
108139,116,267,3,15,219.2112985
108140,31,529,10,40,350.2045513
108141,14,77,8,18,211.4232484
108142,0,176,0,0,197.4227642
108143,23,109,9,1,182.7686782
108144,30,125,9,0,209.01875
108146,0,0,0,1,84.1195122
108148,0,366,0,0,235.5927122
108149,4,6,4,1,98.31304348
108150,68,404,1,2,257.0353455
108152,4,23,0,2,219.5723404
108155,131,183,17,48,207.2871186
108156,5,23,1,6,164.6337963
108158,1,2,2,0,173.55
108160,30,77,14,0,172.178852
108161,0,11,0,0,405.3600962
108162,45,240,11,5,173.7104719
108163,59,157,23,22,247.1586667
108164,188,526,29,66,218.0467761
108165,0,0,0,0,96.45342282
108166,5,38,3,0,251.7682635
108167,226,1836,37,160,380.1162552
108168,106,168,21,38,216.0721785
108171,0,562,0,154,194.8932723
108172,1,13,0,0,167.6539683
108173,0,0,0,0,329.5833333
108174,404,1680,171,32,222.6584786
108175,0,35,0,3,242.9046429
108176,0,0,0,0,109.0153846
108177,10,37,3,0,106.3996764
108178,36,39,2,0,285.7384615
108179,25,93,1,6,136.0471869
108180,1,9,0,1,162.096
108181,6,69,8,11,197.5719388
108182,50,198,7,3,154.5670313
108183,18,96,1,28,221.1036585
108184,31,72,3,5,172.2226151
108185,48,211,41,35,153.4492647
108186,0,4,0,0,317.266026
108187,0,0,0,0,683.2
108188,29,71,6,5,156.8924501
108189,197,1419,49,201,367.0245347
108191,70,594,14,20,296.5035879
108193,0,9,0,0,150.6823529
108194,2,27,2,12,166.9568889
108195,26,147,10,12,350.6122066
108196,7,15,2,2,389.6166667
108197,22,58,3,0,206.5182008
108199,1,1,0,247,506.964094
108201,0,4,0,4,246.2066667
108202,91,330,4,7,252.3155428
108206,90,3771,69,151,705.0902931
108208,57,221,26,53,382.1926563
108211,0,1,0,0,265.4777778
108212,0,1,0,0,368
108213,3,8,0,0,380.0666667
108215,0,0,0,0,317.2083333
108216,0,0,0,0,215.1722917
108217,104,362,39,25,207.5659427
108218,14,18,9,3,473.005
108219,0,0,0,0,156.6954545
108221,194,976,73,161,217.2829564
108222,53,127,7,0,330.9432776
108225,0,288,0,0,204.3922577
108226,0,1,0,0,484.0782828
108228,36,43,2,0,148.9968599
108230,20,120,3,10,168.1792125
108236,54,189,8,27,214.220241
108237,0,63,0,0,651.8944118
108238,62,181,12,10,187.4695937
108239,77,44,18,2,337.2958763
108240,73,247,30,38,171.7259259
108242,0,3,0,0,417.6806738
108243,0,2,0,0,
108244,0,0,0,0,307.94
108245,0,0,0,0,1011.425
108246,11,35,1,3,303.3734568
108247,3,77,0,25,331.4506024
108248,13,82,4,1,234.172017
108249,40,132,23,45,376.1696721
108250,28,45,9,29,196.2044521
108253,38,110,2,7,177.6914693
108254,0,7,0,0,105.7333333
108257,27,120,6,3,211.3944008
108258,0,1,0,3,106.1
108260,22,54,7,4,212.4391117
108261,28,149,6,16,350.4418089
108263,19,49,0,5,211.7696484
108264,10,21,4,0,193.4575221
108265,0,1,0,0,160
108266,87,304,35,14,295.7388258
108268,3,3,2,0,555.4677778
108269,11,49,0,0,599.3456522
108270,0,1,0,0,94.66139241
108272,0,0,0,0,112
108273,0,6,0,0,568
108274,0,0,0,0,356.7272222
108275,0,0,0,0,235.2909091
108276,0,0,0,0,174.3829807
108278,0,103,0,0,157.65
108279,4,45,6,2,320.1148148
108280,1,22,0,5,155.0927536
108282,6,46,12,7,189.7397436
108283,0,8,0,14,1415
108284,4,8,0,5,255.965625
108285,0,0,0,0,530.7166667
108286,1,39,0,5,176.8823077
108287,41,124,10,1,248.716113
108288,9,40,7,7,340.33
108289,0,46,0,31,164.4885827
108291,65,240,14,0,278.4616279
108292,0,63,0,0,266.4392857
108293,0,58,0,27,239.3264613
108294,0,6,0,2,299.0888889
108295,0,0,0,0,168.45
108297,59,143,24,4,236.2024286
108298,12,70,3,17,520.32144
108299,16,287,5,46,344.8967442
108300,47,134,9,31,
108301,0,0,0,1,71.66666667
108302,107,291,22,53,226.3016093
108303,95,435,18,0,468.8489865
108304,0,0,0,0,330.6391304
108305,0,78,0,0,210.1262115
108306,7,13,3,2,146.3773585
108307,2,2,2,1,191.9714286
108308,0,46,0,0,195.7241736
108309,15,127,4,0,189.3354244
108311,1,7,0,0,154.828125
108312,2,1,2,0,250.9277778
108313,42,75,3,0,216.096764
108315,71,361,21,44,252.6244665
108316,2,74,0,9,219.5303226
108318,0,1,0,1,99.43203125
108319,4,11,1,4,136.73125
108320,0,1,0,0,399.8071429
108321,0,0,0,0,63.6
108322,15,103,1,0,386.0760396
108323,9,29,2,2,271.0899038
108324,50,58,18,5,249.935219
108325,71,253,14,15,198.890493
108326,0,0,0,0,1037.75
108328,0,63,0,29,913.0058824
108329,0,13,0,0,294.7809524
108330,12,217,0,20,362.9645131
108331,22,43,1,6,195.3153846
108333,1,6,0,1,318.7875
108337,0,4,0,1,225.35
108338,0,4,0,2,397.9
108339,0,7,0,0,233.2
108340,0,4,0,0,570.8009804
108341,38,219,5,14,173.3616139
108342,75,283,41,36,241.3835789
108344,11,109,5,6,241.4078788
108346,25,191,9,16,247.9625
108347,0,9,0,0,405.8
108348,8,43,11,9,380.3
108349,0,0,0,0,245.7
108350,0,10,0,0,202.6
108352,93,156,14,15,334.6810231
108354,5,18,3,1,252.4074468
108355,8,54,3,3,326.7404762
108356,4,110,0,1,296.9725962
108357,7,36,5,0,186.5946429
108359,1,1,0,0,233.8681818
108360,0,2,0,0,72.09
108364,0,0,0,0,129.85
108366,0,12,0,0,321.3875
108367,10,78,5,0,316.4872727
108368,0,4,0,1,80.24038462
108369,4,52,1,2,188.7216495
108371,0,0,0,0,431.2720968
108372,29,84,8,0,244.9547927
108373,29,157,1,9,291.02608
108374,92,144,9,40,198.4668074
108378,17,14,7,15,96.8641129
108380,25,226,10,20,198.3263816
108381,121,349,17,23,182.5632803
108382,76,739,24,8,226.4401385
108383,0,6,0,0,255.2222222
108384,119,166,9,1,279.3579403
108385,42,182,20,19,171.1344197
108386,54,222,23,0,139.3082278
108388,0,9,0,0,162.2170455
108389,2,9,0,1,261.6875
108392,28,54,7,8,220.1395425
108393,114,444,7,30,130.046979
108395,0,9,0,0,377.0029032
108396,35,193,5,20,116.9009714
108397,0,0,0,0,240
108398,41,49,3,0,330.5190635
108399,18,144,1,14,258.8485232
108400,40,651,28,88,252.0196334
108401,2,9,4,1,142.7925926
108402,21,63,4,4,119.5114754
108403,67,365,15,24,170.8889972
108405,22,185,23,15,210.9385333
108406,8,83,3,14,196.5908759
108407,13,257,8,22,179.8934343
108408,116,412,5,23,158.861127
108409,0,0,0,0,189
108410,78,167,37,6,139.1854839
108413,3,30,2,5,298.1243902
108414,21,62,2,14,231.8423077
108415,60,667,13,64,225.9633295
108418,60,102,25,76,213.6125641
108419,115,226,6,3,220.9077529
108421,75,529,42,22,185.0981057
108422,31,555,18,35,286.9655089
108423,22,33,6,0,165.3161677
108424,25,82,11,3,277.4557554
108425,84,316,12,1,136.8634422
108426,0,53,0,7,191.7930939
108427,0,0,0,0,526.6621254
108429,0,0,0,0,561.17725
108430,0,0,0,0,625.64175
108431,111,331,52,98,265.1311685
108432,67,309,33,3,150.7516129
108434,0,19,0,0,160.5222222
108435,50,179,10,0,186.3210805
108436,0,26,0,1,239.284
108437,3,16,1,0,151.4055556
108439,29,158,6,3,168.8985804
108440,11,98,6,13,196.3646341
108441,33,730,26,71,337.2795409
108442,0,0,0,0,92.85772727
108444,179,676,80,87,219.6535029
108445,0,2,0,0,71.8
108446,0,132,0,0,339.5671012
108447,0,11,0,0,408.0556391
108448,98,288,47,37,168.2984717
108449,124,138,41,0,236.6584693
108450,0,0,0,0,102.6666667
108451,42,68,32,2,105.9925749
108452,151,946,22,11,282.7493679
108453,52,242,1,5,240.6283437
108457,15,58,4,4,223.9921525
108460,0,0,0,0,891.3333333
108461,72,274,25,56,265.4289318
108462,50,304,17,0,187.5815752
108463,105,303,12,7,443.6197353
108465,115,609,49,149,243.7130616
108467,25,225,3,0,234.202584
108469,0,0,0,0,217.2940196
108470,51,148,3,10,140.2801826
108471,84,262,7,14,216.3054589
108472,66,258,30,79,113.000924
108473,69,183,19,2,211.2222063
108474,20,80,2,0,192.2210843
108475,25,1005,16,82,439.652381
108476,75,528,41,64,194.7264597
108477,0,740,0,0,292.1176412
108478,0,0,0,0,1709.92
108480,140,130,78,33,299.7964706
108481,31,202,3,12,268.0030521
108482,43,129,11,26,256.3012605
108483,30,54,6,11,241.5218623
108485,39,385,7,19,198.2969127
108487,50,124,2,7,273.519358
108488,64,216,10,19,146.381895
108489,114,460,36,11,195.2192661
108491,50,353,34,7,235.8753415
108492,0,2,0,1,108.2
108493,20,367,6,15,182.2579198
108494,10,223,4,3,182.6339367
108495,4,8,0,2,318.1533333
108496,46,104,52,8,296.4067766
108498,0,7,0,0,288.4090909
108499,67,626,25,22,177.8575428
108500,17,130,12,26,153.856006
108502,30,133,8,4,186.884573
108503,60,268,9,31,125.2164756
108505,55,308,11,27,147.7424112
108506,49,148,7,11,268.7315992
108512,48,206,7,3,206.5141646
108513,0,20,0,0,540.9603261
108514,0,1,0,0,284.7691667
108515,7,17,7,1,177.8224719
108517,9,77,1,1,204.1028986
108518,11,26,1,4,161.739759
108520,0,126,0,78,171.6916609
108521,17,60,3,0,183.9765886
108522,13,26,0,0,270.1545455
108523,0,0,0,0,111.9673832
108524,22,81,5,2,173.9786538
108525,26,86,2,12,289.0203051
108526,7,22,3,1,192.6577236
108528,0,0,0,0,400.1376
108529,0,2,0,0,312.833125
108530,139,259,57,1,199.1466523
108532,37,297,5,3,200.9364024
108533,0,0,0,0,332.0425995
108535,69,63,8,0,279.509556
108536,58,283,3,25,173.8179356
108538,0,22,0,0,273.7586207
108540,14,185,9,30,381.0574074
108541,0,2,0,0,488.1
108544,0,0,0,0,161.5
108547,14,415,11,16,
108548,15,14,4,0,184.1645833
108549,376,2339,124,313,208.5161645
108550,0,10,0,0,140.2
108551,0,0,0,0,111.2225806
108552,80,391,49,78,241.2831527
108553,64,916,27,66,221.2079939
108554,20,81,2,0,193.8791188
108555,93,395,17,2,274.0754591
108556,57,500,11,29,222.39
108557,35,473,8,17,209.5969644
108559,18,117,8,5,133.9745924
108560,33,41,1,0,246.942928
108561,0,0,0,0,417.7862963
108564,49,163,6,16,164.8028239
108565,64,87,18,34,185.5558296
108566,68,91,10,18,201.4605023
108567,45,147,4,0,188.5300623
108569,35,1013,20,35,222.8778082
108570,1,2,0,0,178.9611111
108572,0,0,0,0,351.2257937
108574,0,18,0,0,344.8478426
108575,26,113,17,27,212.2264286
108576,28,351,8,20,383.3388889
108579,0,6,0,0,397.425
108580,7,107,5,33,228.7099576
108581,0,0,0,0,51
108582,1,289,0,6,846.7613636
108583,52,323,13,30,222.7474654
108587,13,208,1,7,225.7464286
108588,0,0,0,2,499.6666667
108589,174,300,12,22,357.3501127
108590,7,74,2,12,313.9457589
108591,0,0,0,0,799.6
108593,3,1,3,1,428.228125
108594,0,0,0,0,374.7615385
108595,125,318,60,65,337.1534282
108596,28,79,4,2,179.9547337
108598,32,301,20,22,416.8195775
108600,2,40,2,3,190.3986364
108602,64,2009,7,16,324.0943764
108603,56,184,12,27,255.7297823
108604,57,280,17,16,269.540083
108605,60,315,33,44,195.265142
108606,108,1227,9,14,213.4994293
108607,202,147,63,99,345.4891041
108608,8,73,7,21,298.6464912
108609,11,91,5,6,260.7177632
108610,63,476,11,17,223.0501689
108612,60,363,7,75,279.0174729
108613,85,204,61,10,155.7071141
108615,14,24,4,1,252.8511905
108616,0,0,0,0,165.1876136
108617,144,668,27,11,196.1200382
108619,44,370,17,9,173.7582927
108620,78,2571,20,84,316.1860119
108621,0,0,0,0,106
108623,71,263,13,13,238.7040082
108624,2,5,2,0,194.6564815
108625,145,923,181,173,224.9768673
108627,29,300,3,7,167.3635417
108628,23,110,10,14,310.4125
108629,38,213,16,16,189.2072727
108630,0,26,0,2,136.7730769
108631,205,939,79,63,635.39375
108632,6,33,2,2,322.72
108633,26,111,18,23,241.7810398
108635,66,581,14,35,268.7244671
108636,25,65,3,11,320.6328704
108638,59,298,31,46,164.7144967
108639,0,850,0,0,221.4822697
108640,12,25,6,0,297.6427536
108641,6,23,4,3,352.2597561
108642,23,101,7,29,188.2857988
108644,0,0,0,0,132.1444444
108647,0,20,0,0,359.9027451
108648,113,486,32,17,233.0399206
108649,19,127,4,20,264.3297593
108650,39,528,13,43,189.9584788
108651,115,2718,76,150,288.1036338
108653,8,177,0,7,433.3861878
108655,0,0,0,0,89
108656,33,62,34,43,324.5102128
108657,15,80,5,9,277.4115108
108659,0,0,0,0,220.0348592
108661,51,58,11,0,318.8080857
108662,47,168,34,41,374.5984906
108663,0,136,0,24,153.3252336
108664,28,231,6,22,185.0674354
108665,0,1,0,0,130.9333333
108667,71,488,12,57,167.7240738
108668,33,130,8,0,165.825257
108669,26,214,13,9,129.8845997
108670,4,4,2,1,89.9
108672,0,0,0,0,658.632905
108673,29,10,9,7,255.85
108674,16,27,8,5,397.5604348
108675,61,180,36,16,394.6811594
108677,1,3,0,0,632.9
108678,14,137,3,12,265.7951768
108679,22,714,2,39,370.6895415
108680,35,130,10,36,319.058591
108682,0,0,0,7,343.8294118
108683,0,0,0,0,280.58
108684,114,281,24,4,171.4815022
108686,27,432,6,45,318.1609178
108687,32,67,5,0,210.6869261
108689,0,0,0,0,177.1458696
108691,447,1849,80,80,213.8691496
108692,0,0,0,2,603.9
108693,0,1,0,0,158
108694,148,259,14,23,207.6136005
108695,95,236,9,2,242.5461416
108698,26,127,2,16,99.77950949
108699,14,182,8,6,326.0722222
108700,9,24,4,6,208.0842975
108702,53,361,27,15,264.7830343
108704,0,2,0,0,221.9555556
108706,36,271,3,2,261.4632999
108709,0,9,0,6,175.4470588
108710,0,0,0,0,167.35
108711,14,66,4,10,179.6160428
108712,166,543,63,108,260.6285408
108714,193,723,26,9,233.79
108715,4,26,0,2,176.6519231
108716,97,694,32,42,278.1106477
108718,28,77,11,4,261.7901639
108720,66,268,49,59,262.6608696
108721,252,466,25,25,307.5264425
108722,0,0,0,0,464.539034
108725,0,0,0,0,124.25
108726,16,80,7,3,380.3326389
108728,0,1,0,0,146.716
108732,11,174,1,15,236.2882353
108735,1,1,0,0,250.8
108736,46,1058,11,69,393.7211538
108737,20,205,1,6,334.0583333
108738,126,209,32,27,222.1667401
108740,7,63,0,1,277.0561321
108741,0,11,0,0,195.0738095
108742,17,87,4,5,254.484121
108744,0,0,0,0,
108745,0,0,0,0,447.9121277
108746,0,0,0,0,401.25
108747,38,164,1,0,318.1282227
108748,21,73,4,6,203.5917832
108749,31,137,8,18,161.9840397
108750,0,1,0,0,83.44230769
108751,5,30,2,5,233.8222222
108753,0,0,0,0,126
108754,0,0,0,0,438.625814
108755,0,0,0,0,333.4363739
108757,0,0,0,0,112.75
108759,181,344,16,21,210.592112
108760,14,914,11,10,203.7577073
108762,40,167,7,17,170.4881593
108763,287,932,61,144,456.8202245
108764,104,190,29,42,189.8156145
108767,67,168,15,40,268.7127451
108768,18,107,6,0,158.8352475
108772,44,162,33,1,205.7797794
108773,0,1128,0,0,194.5800776
108775,0,17,0,0,178.9235474
108776,4,14,0,1,121.3774194
108778,0,2,4,0,428.3117647
108779,79,1079,42,31,265.9409017
108780,0,0,0,0,522.5
108781,85,563,18,49,191.6110864
108782,104,516,38,64,236.5626754
108783,0,0,0,270,545.0016075
108785,84,500,7,19,215.3960319
108786,0,0,0,0,703.2111111
108787,32,57,9,3,171.0713028
108788,0,47,0,21,301.878
108789,0,281,0,0,218.8775
108790,0,1,0,0,101.6
108791,60,476,21,15,139.4089593
108792,12,79,2,3,144.9304245
108797,44,631,11,18,252.505179
108803,41,379,13,44,183.1994479
108804,0,0,0,0,213.1333333
108806,3,8,0,1,156.1238095
108809,0,0,0,0,207.0142857
108811,0,6,0,0,142.28
108813,343,1877,234,61,277.3119087
108816,0,0,0,0,110
108817,16,11,1,0,294.8912308
108818,0,0,0,0,47.2
108820,0,1,0,0,232.8983976
108821,24,52,2,1,255.9087432
108823,103,265,33,23,315.4810694
108825,6,62,2,0,146.5044
108826,2,11,2,0,491.1079576
108827,165,315,43,39,217.1883147
108829,142,703,24,18,217.151617
108831,4,158,2,11,242.843805
108833,19,57,1,1,213.8803178
108834,0,0,0,0,420.8928571
108835,39,131,33,10,213.192562
108836,2,29,4,14,109.7492958
108837,0,0,0,0,185.7991597
108838,5,43,3,9,232.2467532
108839,19,97,15,21,243.4230769
108840,0,0,0,0,200.425
108841,83,271,44,61,214.9764538
108843,49,324,18,27,183.7513437
108844,31,393,14,10,265.9020698
108845,0,0,0,0,346.55
108846,94,194,13,6,211.7412409
108847,55,92,3,1,295.8365079
108848,0,0,0,0,421.1968354
108849,0,0,0,0,84
108851,1,16,2,17,124.7621622
108852,0,397,0,149,262.0456874
108853,25,209,3,14,219.8457091
108855,0,25,0,21,253.3
108856,0,157,0,119,226.6214681
108857,0,1,0,0,70.76875
108859,73,210,12,29,141.6265461
108860,6,51,3,19,491.0134146
108861,0,0,0,0,134.5081081
108862,39,89,7,1,302.5652444
108863,2,1,2,0,227.57
108864,31,162,20,90,197.2075413
108865,0,4,0,0,283.385
108866,67,320,11,41,164.6756243
108867,0,0,0,0,80.75
108869,79,679,21,12,162.8969295
108871,10,150,5,12,225.8946328
108872,1,11,0,14,407.5210526
108873,0,1,0,0,116.625
108874,38,120,5,39,300.4796445
108875,0,0,0,0,457.2
108878,0,18,0,0,217.2461187
108879,21,27,8,1,190.6241453
108880,0,1,0,0,
108881,19,88,6,8,253.5135246
108882,0,2,0,0,163.8934004
108884,0,9,0,0,191.86
108885,46,216,5,61,247.6993012
108886,0,2,0,0,215.0833333
108887,6,26,3,0,381.4891892
108888,23,88,1,2,235.6009375
108891,40,925,29,30,358.7578616
108892,15,297,0,35,219.2304299
108893,0,7,0,0,262.7833333
108894,0,2,0,0,848.3
108896,17,259,9,24,278.6076037
108897,0,0,0,0,516.8415109
108898,0,0,0,0,96.4
108899,16,21,2,0,277.49375
108900,13,55,3,1,209.2065476
108902,0,15,0,0,131.55
108903,0,0,0,0,309.6625
108904,4,12,2,1,166.4861111
108905,34,291,13,16,216.2496037
108906,0,0,0,0,526.3576531
108907,63,195,29,18,362.0308874
108908,0,0,0,0,160.9634146
108909,0,4,0,0,244.378125
108910,0,32,0,0,425.952
108911,1,18,0,0,196.2818681
108913,5,63,3,0,209.8148936
108914,57,197,7,8,339.8170996
108915,12,25,7,10,237.5083333
108917,0,4,0,0,145.2529412
108918,31,77,8,0,231.9879518
108922,8,309,5,7,388.2227476
108923,0,0,0,1,645.85
108925,1,1,0,1,898.7
108926,5,20,1,2,240.1258427
108927,0,1,0,0,465.7769231
108930,15,13,0,1,283.8029851
108932,16,287,16,15,272.972
108933,4,85,2,3,308.6568627
108934,25,66,2,11,197.3268443
108935,0,12,0,2,280.764
108937,0,0,0,0,61
108938,0,0,0,0,148
108939,11,104,3,29,200.4025862
108941,7,32,5,1,431.2573171
108942,3,42,2,3,283.7681818
108943,2,7,0,0,183.184
108944,2,9,4,1,289.065
108945,0,0,0,0,145
108946,62,119,7,0,178.86
108947,0,8,0,0,310.5545455
108948,20,131,3,9,205.3210325
108949,1,22,0,0,231.1047619
108950,44,149,24,12,
108951,7,11,1,0,347.1344828
108952,1,41,2,2,845.6666667
108953,0,6,0,1,133.82
108954,0,3,0,0,610.1
108955,7,38,0,4,410.5353448
108956,1,1,0,0,247.6875
108958,0,0,0,0,562.5757813
108959,0,20,0,0,160.7296296
108961,6,35,5,1,218.1492308
108962,1,1,2,0,179.0857143
108963,4,26,3,2,421.0387692
108964,11,34,3,4,231.625
108965,0,3,0,0,525.4
108966,0,1,0,0,98.66666667
108969,19,96,6,13,198.5909699
108970,121,171,27,18,225.1747672
108972,6,19,1,1,139.6716667
108973,59,360,24,65,162.4352993
108975,218,1359,61,117,176.9199467
108976,16,240,2,26,152.027037
108977,0,64,0,0,135.488648
108978,49,130,5,20,179.2689262
108979,8,47,1,0,211.1245098
108980,16,63,7,24,284.9408333
108981,210,793,19,40,189.9052673
108982,48,179,5,0,225.4526087
108983,1,6,0,0,153.0357143
108984,81,250,7,17,170.1156214
108986,12,113,5,16,273.0989071
108987,8,39,3,5,196.3960784
108988,1,7,0,0,147.2032258
108989,0,0,0,0,444.8970896
108991,116,394,42,17,145.9723585
108993,44,232,9,6,216.6444965
108996,12,39,4,0,503.5161074
108997,120,41,42,10,234.0934488
108998,94,595,50,5,183.2052234
109000,11,58,0,2,449.0417241
109001,76,199,4,0,221.6094105
109002,4,29,4,0,129.057563
109003,0,216,0,0,177.1280514
109004,0,0,0,14,539.5833333
109006,0,0,0,0,164
