Dentist_Id,Crown_Count,Filling_Count,Root_Canal_Count,Extract_Count,Per_Visit_Payment
2529,0,90,0,0,213.8791155
2548,2,2,4,0,741.8
2549,0,0,0,0,148.75
2559,0,0,0,0,550
2565,0,5,0,0,258.075
2570,0,0,0,0,759.3333333
2577,0,0,0,0,120
2622,14,24,9,0,159.870303
2631,1,12,0,0,405.55
2643,19,357,3,7,305.9986957
2721,0,0,0,0,0
2754,34,289,17,22,166.602396
2778,3,74,2,2,179.682996
2792,1,1,0,1,808.5666667
2810,0,0,0,0,56.7
2899,0,0,0,8,395.9333333
2937,0,0,0,1,436.875
2939,0,2,0,0,860
2962,1,1,2,0,289.125
3061,53,98,5,68,393.2172131
3062,0,0,0,0,118
3076,0,0,0,0,592
3085,24,79,4,1,155.7463476
3092,0,0,0,0,55.3
3103,0,0,0,0,305.5333333
3119,0,0,0,0,8.75
3132,0,5,0,0,465.5
3164,0,0,0,0,39.4
3173,0,0,0,2,911
3212,0,0,0,0,101.72
3261,0,1,0,0,212.8
3262,1,1,2,0,639.4
3276,0,0,0,0,469.3886364
3366,0,4,0,1,807.3
3420,19,84,17,69,162.5500906
3421,80,157,73,48,257.4569184
3422,0,0,0,0,149
3423,52,114,61,49,198.5825532
3476,0,38,0,3,402.8154412
3477,8,326,8,21,486.8890476
3486,0,0,0,0,400
3521,0,0,0,0,1000
3591,0,0,0,0,59
3627,0,0,0,0,1500
3636,0,0,0,0,0
3654,0,0,0,0,385
3684,0,0,0,0,304
3726,0,0,0,0,248.6
3728,0,2,0,0,209.8166667
3734,3,3,0,0,985
3795,0,0,0,0,179.1
3798,0,0,0,0,102
3801,0,2,0,0,833.9
3806,1,1,0,0,189.3888889
3821,0,3,0,0,324.45
3832,22,57,3,0,278.2641509
3920,117,1312,41,104,269.6376741
3952,0,3,0,0,68.775
3953,3,2,0,0,178.36
3984,0,0,0,0,781
3987,0,0,0,0,470.8666667
3996,1,2,0,0,348.5328571
4060,0,0,0,0,2000
4086,0,1,0,0,197.45
4111,1,1,0,0,548
4113,0,0,0,1,142.4
4116,6,36,3,0,128.25
4119,0,1,0,0,818.6
4122,0,10,0,3,299.796
4123,0,0,0,0,185.4
4140,28,83,1,14,289.7381215
4146,31,58,7,13,446.3181081
4160,27,78,5,5,263.4998243
4163,0,0,0,2,593.73125
4193,0,4,0,0,554
4225,0,0,0,0,259.2
4307,0,4,0,0,448
4310,0,0,0,0,182
4315,76,398,28,27,415.9230435
4326,0,0,0,0,57
4338,0,0,0,0,240
4339,0,1,0,0,138.8615385
4344,1,1,0,0,556.2
4412,0,0,0,0,222
4434,0,3,0,0,328.0666667
4437,0,0,0,0,121.8
4441,0,0,0,0,462
4444,0,0,0,0,177
4470,0,0,0,0,479.33
4478,0,1,0,0,265.1
4479,0,0,0,0,196
4513,0,0,0,0,147.0889831
4554,0,0,0,0,140.45
4563,46,407,7,28,175.9073691
4565,0,0,0,0,473
4615,0,0,0,0,178.5
4632,11,56,3,0,153.1279018
4637,91,762,24,21,200.2491493
4639,1,1,0,0,164.5
4659,8,19,5,0,188.4897297
4664,0,4,0,0,340.2
4665,0,1,0,0,134.3333333
4681,0,0,0,2,581.86
4689,1,1,2,0,808
4732,1,1,0,0,747.5
4743,0,0,0,0,308.5333333
4750,37,22,23,0,367.6006757
4763,65,347,21,6,265.9918404
4784,49,152,30,52,300.2395639
4792,1,2,0,0,183.3333333
4799,38,99,8,13,243.2049251
4804,4,100,6,3,332.6767677
4805,0,0,0,0,117
4806,0,0,0,0,65
4807,2,7,2,0,580.025
4819,0,0,0,0,168
4856,0,0,0,0,79.6
4881,0,0,0,0,32
4886,0,0,0,0,237
4897,1,1,2,0,128.07
4931,1,27,0,2,227.3592593
4943,0,3,0,0,497.5
4946,0,0,0,2,507.25
4960,0,1,0,0,263.625
4962,3,2,0,1,380.6777778
4970,0,0,0,1,224.9416667
4971,60,221,11,22,374.6094709
4974,0,0,0,0,80
4975,0,0,0,0,283.6428571
4988,0,0,0,0,316.8
4995,0,0,0,1,127.6
5012,4,35,1,2,263.8083333
5020,0,0,0,0,88.53333333
5025,0,0,0,0,320.075
5042,0,0,0,0,187.0368421
5057,0,0,0,0,105
5080,0,0,0,0,100
5081,0,4,0,0,740.8
5105,0,0,0,0,176
5129,0,0,0,0,226.8178571
5130,1,1,2,0,250.6666667
5161,0,0,0,0,199.1
5165,0,0,0,0,87.7
5176,0,0,0,0,583.8
5182,0,0,0,0,1293
5191,0,0,0,0,207
5244,0,0,0,1,102.5
5248,2,13,4,1,214.0468354
5255,0,0,0,0,70
5258,51,14,17,0,321.3686813
5267,0,1,0,0,236.55
5312,0,0,0,0,308
5315,0,0,0,0,208.4
5321,0,0,0,0,300.2
5330,0,0,0,1,148
5343,0,0,0,0,130.9
5404,0,0,0,0,0
5426,8,24,3,0,187.4173913
5428,4,19,2,0,180.0296296
5430,0,2,0,0,105.2
5458,7,93,2,0,339.5181818
5459,0,0,0,0,111
5481,0,0,0,0,155.5857143
5524,0,0,0,1,104.1
5531,16,22,6,0,202.9116129
5534,20,117,3,14,171.4857143
5535,0,0,0,0,662.4
5570,0,7,0,3,253.8974359
5578,0,1,0,0,147.2
5596,0,5,0,0,130.0666667
5597,0,0,0,0,144.9
5599,0,0,0,0,336.5
5623,0,15,0,0,407.0444444
5632,0,0,0,0,2000
5633,0,0,0,0,129
5681,22,164,7,26,370.5568562
5706,0,0,0,0,1301.75
5709,0,0,0,0,635.33
5713,73,499,15,118,351.298256
5720,0,2,0,0,173.4
5745,0,0,0,0,63
5877,0,0,0,0,355
5898,112,1428,46,62,540.003427
5952,70,437,17,44,358.6099391
5961,0,0,0,1,337
5970,0,1,0,0,407.6
5980,0,0,0,0,76
5981,0,0,0,0,86.72
5982,0,0,0,0,151
5997,0,0,0,0,128
6000,0,0,0,0,209
6040,0,2,0,0,297.8666667
6055,1,1,0,0,425
6066,13,68,2,0,175.5659751
6067,11,37,1,10,172.4909091
6087,6,205,1,8,344.4061372
6102,0,4,0,0,224.8466667
6110,0,0,0,0,118
6114,2,4,0,1,426.1
6145,0,0,0,0,1470
6164,0,0,0,0,352
6175,0,3,0,0,257.5
6193,0,0,0,1,78
6196,0,0,0,0,282.16
6214,0,0,0,0,417.48
6224,0,3,0,0,309.2
6252,0,0,0,0,72.8
6266,28,94,8,37,145.2258621
6276,1,4,0,0,267.1545455
6277,0,0,0,2,393.3333333
6278,0,0,0,0,952
6286,0,0,0,0,52.7
6289,0,0,0,0,155
6334,0,0,0,0,521.6
6394,0,14,0,0,120.61
6396,0,0,0,0,74.4
6400,6,62,12,5,462.9580247
6407,0,0,0,0,49
6420,0,0,0,0,22
6449,30,74,28,11,187.9717949
6484,62,351,10,18,529.7495979
6491,4,122,2,35,171.2577982
6494,0,2,0,0,1000
6498,0,1,0,0,46
6540,0,5,0,0,522.2169565
6547,0,0,0,0,126.4
6548,0,2,0,0,671.4
6559,0,4,0,0,574.8
6563,0,0,0,0,116.9
6576,0,0,0,2,919.375
6601,0,0,0,0,174.6538462
6612,1,1,0,1,897.3666667
6619,11,62,2,12,199.95125
6635,0,0,0,0,272
6665,0,0,0,0,326.9330838
6671,16,71,6,1,382.6365079
6678,0,0,0,0,52.5
6680,1,1,0,0,318.1333333
6694,0,6,0,0,541.6
6696,0,3,0,1,425.1333333
6711,0,0,0,0,275.5
6715,0,0,0,0,0
6737,0,1,0,0,260.75
6738,0,0,0,0,99.16666667
6757,4,15,3,0,160.3075556
6760,3,82,2,5,393.139
6772,0,0,0,0,202.4003597
6780,11,7,3,4,181.021
6788,0,0,0,1,100
6912,1,2,0,0,275.3571429
6938,0,0,0,0,198.9
6959,0,0,0,3,808.0328571
6968,0,4,0,0,175.2444444
6996,9,23,0,0,452.7043478
6999,0,0,0,0,183
7001,0,0,0,0,183
7003,0,0,0,0,236.2
7005,2,9,2,1,177.0909091
7049,1,1,2,0,340.7
7056,0,0,0,2,398.8
7057,0,0,0,0,89
7078,0,5,0,0,191.7777778
7079,0,1,0,0,119.9083333
7088,0,0,0,0,247.196
7089,0,0,0,0,301.1833333
7092,9,4,2,3,187.7615476
7095,0,2,0,0,140.7
7175,8,15,3,0,277.7644231
7185,0,0,0,0,168.5
7202,1,1,0,0,440.0666667
7204,4,8,0,0,147.0342466
7207,0,0,0,0,160
7210,0,0,0,0,70
7221,0,0,0,0,79
7231,0,0,0,0,312.8
7240,0,3,0,0,342
7244,14,148,4,6,328.7869347
7265,6,12,3,0,216.4047619
7283,0,0,0,0,490
7293,0,0,0,0,477.55
7307,0,2,0,0,264
7314,0,0,0,0,23.3
7380,0,1,0,0,215.6
7385,9,35,1,0,238.397861
7388,0,0,0,0,146
7438,0,0,0,0,228.3689697
7448,5,5,1,0,133.7878049
7471,0,1,0,0,153.3
7489,0,0,0,0,132
7525,0,0,0,0,175
7557,17,70,5,1,191.1705179
7568,0,0,0,0,0
7577,0,13,0,0,609.5
7580,0,8,0,2,393.1
7598,0,1,0,0,217.15
7661,0,0,0,0,626.65
7691,0,0,0,0,170
7724,21,39,3,1,192.9074742
7743,0,0,0,0,242.1
7768,0,0,0,0,139.1
7783,0,0,0,0,368.25
7790,0,1,0,0,87.5
7814,0,0,0,0,159.5
7817,0,7,0,0,366.15
7818,0,8,0,0,610.675
7834,0,0,0,0,85
7840,0,0,0,1,348
7856,0,7,0,0,474.22
7857,0,0,0,0,426.8
7858,0,0,0,0,1000
7954,5,5,0,0,661.1666667
7976,0,0,0,0,54.9
7989,0,1,0,0,62.9
8016,0,2,0,0,177.6333333
8018,25,117,4,2,222.5499144
8031,0,0,0,0,135
8047,0,0,0,0,28
8063,0,1,0,0,99.2
8067,0,0,0,0,32.4
8072,0,0,0,0,135.7285714
8076,2,1,0,1,215.006383
8086,0,4,0,2,243.62
8088,0,4,0,0,377.25
8091,0,1,0,0,267.2
8106,14,19,0,6,343.2539604
8113,84,400,22,140,242.0614668
8127,0,0,0,0,118
8136,0,2,0,0,331.8
8144,0,0,0,0,161.1
8157,0,1,0,0,182.4666667
8158,1,1,2,0,675.6
8196,28,251,18,25,292.5706383
8214,2,2,2,0,1533.9
8226,0,0,0,0,145.0615385
8239,0,0,0,0,263.7
8240,0,0,0,0,1569.75
8241,0,1,0,0,435.0725
8248,0,0,0,0,180.6489362
8249,0,0,0,0,97.2
8266,0,0,0,0,540.16
8269,38,120,3,0,285.641688
8274,0,0,0,0,60.1
8278,0,0,0,4,308.3102273
8325,0,0,0,0,624
8341,0,0,0,0,77.9375
8352,0,2,0,0,313.2
8356,0,0,0,0,323.6666667
8441,0,0,0,0,251.1
8467,0,0,0,0,261.875
8496,24,113,21,54,321.2133475
8560,1,1,0,0,147.5
8561,0,0,0,0,27
8564,8,19,3,1,241.784127
8569,0,0,0,0,120
8581,0,0,0,0,165.2833333
8595,2,1,0,0,478.7666667
8596,0,1,0,0,326.85
8599,21,73,7,0,216.6333955
8625,22,21,9,4,149.4328261
8649,0,0,0,1,187.525
8664,9,299,0,32,254.8919028
8665,5,9,1,2,338.4082353
8702,0,12,0,2,551.64
8703,0,0,0,0,389.8444444
8708,0,20,0,0,383.7652174
8723,0,0,0,0,25
8733,0,0,0,0,111.6666667
8734,0,0,0,0,44
8735,0,0,0,0,38
8750,2,15,4,0,228.9052632
8775,0,0,0,0,240
8821,0,0,0,0,117.6
8825,0,0,0,0,255
8841,12,93,4,6,143.7002463
8845,0,0,0,0,86.06
8865,0,0,0,0,379.7
8869,0,0,0,0,159.2
8916,0,6,0,3,423.9277778
8936,28,205,3,6,246.6368996
8943,0,0,0,0,190
8948,22,164,2,9,137.3638494
8951,2,14,0,0,400.25
8960,0,0,0,0,198.75
8962,0,4,0,0,233.3866667
8964,0,2,0,0,299
8966,0,0,0,0,50
8970,0,6,0,0,254
9010,0,0,0,0,100
9032,2,38,0,11,419.8090909
9064,0,0,0,0,141
9171,0,2,0,0,142.9
9203,1,95,2,0,533.8081507
9212,0,0,0,0,237.4
9219,0,0,0,0,577.625
9228,0,0,0,0,875
9242,5,50,2,5,316.2681319
9246,0,0,0,0,132.4
9272,0,0,0,0,124.825
9275,0,0,0,0,1107.32
9338,8,79,7,3,251.9285714
9435,0,5,0,0,277.3777778
9441,41,89,6,0,214.043522
9453,0,1,0,0,755.45
9456,0,0,0,0,158
9458,0,0,0,0,775.2
9524,8,10,0,1,120.8915789
9557,75,172,56,61,299.401383
9570,3,8,2,2,159.1113636
9576,0,0,0,0,208
9577,0,2,0,0,377.6
9579,10,115,0,4,518.7140351
9580,0,10,0,0,503.9875
9582,113,1593,11,63,526.9662107
9584,0,0,0,0,502.275
9585,0,0,0,0,504.4
9588,1,4,0,3,393.85
9605,0,0,0,0,224
9608,85,655,18,34,444.1098485
9609,2,32,2,2,357.9458904
9610,0,0,0,0,90
9611,0,0,0,0,997.5333333
9657,0,0,0,0,148
9660,0,0,0,2,584.25
9661,42,185,14,15,354.8929243
9670,0,0,0,0,271.6
9687,6,22,7,2,253.5333333
9700,0,0,0,0,627.9
9702,0,0,0,7,358.8
9721,10,100,5,16,304.1039655
9722,3,3,1,0,217.1285714
9723,63,214,12,2,289.5641775
9730,0,0,0,0,571.25
9733,0,0,0,2,864.9
9745,0,0,0,0,193.5
9774,0,0,0,0,1333
9775,0,0,0,0,273.1570175
9779,0,0,0,0,761.95
9795,2,22,0,0,165.86
9810,0,0,0,0,137.7
9814,58,184,4,18,378.9467703
9818,0,0,0,0,209
9820,6,201,1,23,264.8214953
9851,0,0,0,0,119.9777778
9858,0,0,0,0,980
9866,0,0,0,0,199.35
9897,0,0,0,0,112
9913,27,105,11,12,128.2140873
9984,0,0,0,0,82.5
9986,0,2,0,0,386
10050,0,0,0,0,444
10051,0,4,0,0,720.8068182
10061,7,73,3,4,123.3140575
10070,24,26,6,0,200.2714634
10087,36,985,11,96,480.9564611
10089,7,36,1,1,205.6653266
10103,30,157,13,1,141.1735144
10110,32,115,2,10,304.3727695
10125,0,0,0,0,268.5
10180,0,0,0,0,10.5
10192,0,2,0,0,316.8
10235,0,3,0,0,516
10239,0,0,0,1,341.3
10255,0,0,0,0,0
10276,0,0,0,0,1106.4
10288,0,0,0,0,165.2666667
10289,0,0,0,0,31.2
10296,0,0,0,0,12
10321,0,0,0,0,127
10322,1,9,0,0,227.5511111
10352,0,1,0,0,252.95
10353,0,1,0,0,423.9
10369,0,3,0,0,297.4
10377,0,4,0,0,700.5333333
10382,0,0,0,4,62.4
10384,0,0,0,0,69.9
10416,0,0,0,0,212.4
10417,0,0,0,0,158
10433,0,0,0,0,648.66
10497,0,0,0,0,407.6571429
10569,0,0,0,0,170.25
10640,0,1,0,0,393.16
10709,0,4,0,0,244.45
10712,0,13,0,0,636.75
10756,0,5,0,0,253.1947368
10765,1,1,0,0,232.4166667
10784,0,0,0,0,201
10808,10,72,3,0,217.4957983
10810,0,0,0,0,409.9512195
10824,52,334,6,3,247.8917453
10831,0,0,0,0,386.75
10834,0,0,0,0,80
10846,2,6,0,1,219.2222222
10856,0,0,0,0,178.6666667
10869,0,1,0,0,262.7393478
10911,0,3,0,0,193.9166667
10926,0,0,0,0,276.3333333
10946,0,0,0,0,125
10986,0,0,0,0,962.1
11007,0,0,0,0,171.8333333
11013,0,14,0,2,109.8172414
11019,30,526,1,37,269.7654392
11023,34,65,5,1,192.9827217
11033,0,1,0,0,327.7
11045,0,0,0,0,131.5714286
11071,0,0,0,3,1190.7
11085,0,0,0,0,302.8
11089,0,0,0,0,85.3
11137,0,0,0,0,255
11159,5,5,2,0,560.2
11170,0,0,0,0,80.8
11179,59,69,7,37,202.2507444
11229,13,48,0,6,176.1911765
11230,0,0,0,7,858.65
11234,0,0,0,0,219.2
11242,0,0,0,0,47
11245,0,0,0,0,358.0948276
11276,0,2,0,0,399.2383895
11278,1,1,2,0,360
11285,1,1,0,0,823.9
11287,0,0,0,0,100
11366,1,1,2,0,889.6
11402,0,6,0,1,407.56
11405,0,0,0,0,534
11424,1,8,0,1,178.5266667
11436,5,23,1,3,129.8731707
11447,10,290,7,19,482.9703209
11481,13,60,1,8,106.7254167
11530,0,0,0,0,120
11532,0,1,0,0,729
11539,55,105,6,1,272.051636
11545,0,0,0,0,93.1
11551,0,0,0,0,48.3
11570,0,0,0,0,142.6666667
11573,0,0,0,0,160.475
11588,0,0,0,0,124
11591,0,0,0,0,195
11594,0,2,0,0,290.4
11597,1,1,2,0,423.75
11598,1,4,0,0,997.85
11599,1,3,2,0,841.8
11601,0,0,0,0,97.87034884
11605,16,53,7,0,204.1990157
11631,0,0,0,0,68
11661,0,0,0,0,126
11682,0,0,0,0,920
11708,1,1,2,0,1063.5
11713,0,0,0,0,119.2115385
11728,0,0,0,0,60
11752,0,0,0,2,429.2
11774,0,0,0,0,226.1
11777,0,1,0,0,397.8949085
11789,0,1,0,0,0
11804,0,0,0,0,85
11829,23,24,3,0,184.1176923
11890,0,0,0,0,70.5
11913,0,0,0,0,980.8
11971,0,0,0,0,140
11989,0,1,0,0,0
11995,0,0,0,0,954.3
12001,0,0,0,5,479.3529412
12034,0,0,0,0,99
12035,0,0,0,4,139.8
12091,0,2,0,0,417.3333333
12096,141,820,44,115,202.002768
12120,0,0,0,0,282.5
12142,0,0,0,0,285
12143,0,0,0,0,224.42
12161,0,0,0,0,136.275
12175,0,0,0,0,428.7444444
12178,0,0,0,4,870
12180,0,0,0,0,526.5
12181,0,0,0,0,52.2
12191,0,0,0,0,210
12198,5,16,0,16,228.7130435
12203,0,1,0,0,285.325
12251,0,0,0,0,216.425
12256,0,0,0,0,304
12257,0,8,0,0,733.2
12260,0,0,0,0,119.234375
12328,0,0,0,0,187.6
12758,0,4,0,1,125.35
13194,0,0,0,0,114
13195,0,0,0,0,692
13217,0,0,0,0,208.7333333
13218,19,26,8,0,264.8275758
13224,0,0,0,7,869.6578947
13225,0,0,0,0,1014.5625
13248,0,1,0,0,179.5
13258,0,0,0,0,2120.72
13266,0,0,0,0,416.45
13267,0,1,0,0,343.4
13269,0,0,0,0,0
13270,0,0,0,0,135
13313,0,0,0,0,147.4
13327,0,0,0,0,664.6829575
13338,0,0,0,0,251.864
13354,0,0,0,0,138.30625
13361,0,0,0,0,415.4965066
13362,0,0,0,0,122.4
13404,0,0,0,0,292.35
13418,5,29,4,4,201.5197531
13420,0,6,0,0,159.74
13421,3,12,0,0,252.7606383
13456,0,0,0,4,810.5625
13478,0,5,0,0,232.4666667
13483,0,3,0,0,155.2
13489,0,0,0,0,138.8571429
13493,0,1,0,0,168
13532,57,73,5,6,306.6809524
13552,0,0,0,0,78
13566,35,152,16,69,177.2024648
13584,1,2,0,0,320.4333333
13590,0,0,0,0,166.2142857
13605,42,16,6,0,229.7103306
13725,5,14,2,2,277.2767857
13741,0,3,0,0,206.7142857
13786,0,2,0,0,138.1
13788,0,0,0,1,241.5
13813,0,0,0,0,72
13874,0,0,0,0,90
13880,22,61,2,1,131.632868
13910,0,0,0,0,125.6666667
13929,0,0,0,0,177
13951,13,51,0,13,254.0770563
13960,0,3,0,0,361.6222222
13961,0,0,0,0,246.08
13971,1,72,0,8,249.519469
13989,0,3,0,0,465.2
14021,8,7,1,7,291.1179487
14027,0,0,0,0,85
14032,2,6,0,1,154.515625
14055,0,0,0,0,104
14057,0,0,0,0,292
14067,1,14,2,0,228.5444444
14071,2,2,0,0,460.25
14083,0,0,0,1,153.0769231
14096,0,1,0,0,141.04
14139,0,0,0,0,71.4
14145,153,374,40,85,261.4370561
14153,0,0,0,0,227
14160,1,11,2,0,193.69375
14179,0,0,0,0,176.1
14192,0,0,0,0,181.9341463
14193,0,1,0,0,132.6
14209,0,0,0,0,413
14214,0,0,0,0,681.96
14223,0,0,0,0,126
14240,0,2,0,0,689.8
14252,2,15,0,10,183.2916667
14265,0,0,0,0,52
14267,42,146,3,45,204.7959799
14297,0,1,0,0,864.3
14298,0,0,0,0,137.5
14301,0,0,0,0,284
14312,1,1,0,0,712
14313,6,51,3,5,529.1383929
14321,0,0,0,0,108.75
14324,0,0,0,0,250
14327,0,10,0,0,580.3833333
14333,0,0,0,0,208.8
14349,0,0,0,0,277.0176471
14357,0,0,0,0,239.4
14364,0,2,4,0,400.9333333
14395,0,0,0,1,478.7
14401,57,134,11,47,229.6837336
14431,0,0,0,0,186
14511,0,0,0,0,488.4
14574,0,0,0,0,270.3
14589,1,4,2,0,234.8125
14595,0,0,0,0,1017.25
14597,0,0,0,0,70.9
14598,0,0,0,0,27
14652,0,0,0,0,96.66666667
14665,0,0,0,0,108.15
14730,3,7,0,1,111.032
14740,0,0,0,1,385
14742,0,494,0,0,282.1127413
14778,0,12,0,0,214.6
14789,0,1,0,0,123.5
14792,0,0,0,0,133.3333333
14795,48,174,9,29,208.7401697
14813,0,7,0,0,119.6111111
14819,3,7,2,0,299.0096774
14887,39,50,5,0,208.7116585
14905,2,2,2,0,279.6428571
14929,41,106,6,11,214.5250685
14931,0,8,0,3,306.676
14933,0,0,0,0,474.3222222
14944,0,0,0,0,347
15008,0,2,0,0,552
15017,0,11,0,0,448.4
15039,0,0,0,0,275.2
15045,56,405,10,53,333.9347441
15064,0,0,0,0,397.9166667
15067,7,65,3,4,301.8602941
15070,1,83,0,0,277.5048673
15081,0,0,0,0,216
15107,17,114,1,0,186.9238482
15119,2,2,2,0,498.2
15158,23,119,5,9,255.8144295
15166,0,2,0,0,169.9428571
15239,55,84,4,0,216.2865629
15242,0,0,0,1,91
15250,0,0,0,0,97.58
15251,12,36,12,16,685.3282609
15257,0,0,0,2,284.4
15309,0,0,0,0,15
15314,0,12,0,2,150.5307143
15315,0,0,0,0,71.23
15318,0,0,0,0,146.96
15329,96,69,6,0,180.9258261
15330,3,1,0,0,182.3625
15341,0,0,0,0,85.3
15344,113,144,4,6,225.2699555
15345,59,118,5,18,194.0842469
15347,0,0,0,0,562.5
15352,0,0,0,0,182.31
15354,0,0,0,0,405.8
15364,2,2,0,4,309.7615385
15367,55,99,12,12,143.9872178
15381,0,0,0,0,509
15389,0,0,0,0,174.5
15394,0,0,0,0,128.8
15397,1,1,0,0,844.6666667
15404,1,75,2,0,99.76090909
15422,3,5,0,3,410.96
15434,0,1,2,0,500
15435,0,0,0,0,247
15438,1,13,0,2,361.9214286
15444,1,5,0,0,234.0142857
15469,0,0,0,0,600
15471,0,0,0,0,332
15506,0,3,0,0,173.92
15528,88,398,11,28,337.7684499
15556,0,0,0,0,528.6888889
15557,1,1,0,0,310.75
15598,0,0,0,1,288.8
15614,0,8,0,0,90.74444444
15627,0,0,0,0,232
15635,0,0,0,0,368.75
15664,1,1,0,0,464.05
15682,0,0,0,0,109.5
15688,0,0,0,1,299
15718,0,0,0,0,273
15719,2,45,2,8,161.3219024
15737,0,0,0,0,196
15748,0,0,0,0,587.8897436
15752,0,0,0,0,203.2
15760,0,0,0,0,103.9502165
15770,0,0,0,0,55
15791,0,0,0,4,417.4
15793,0,0,0,0,299
15827,1,7,0,0,128.5333333
15850,0,0,0,0,542.5294118
15863,0,0,0,0,390.1714286
